bus,decrease_MWh,increase_MWh,net_cost,net_down_MWh,x,y
PEHEMEC4,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
PEHEMEC3,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
PEHEMEC2,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
PEHEMEC1,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
PEHE4K,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
ALVE4A,0.0,0.0,0.0,0.0,250135.03434795418,125098.29423627807
MYBS3N,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
PEHE2V,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
PEHE2U,0.0,0.0,0.0,0.0,412733.4257806262,843038.0443710013
PENT41,0.0,0.0,0.0,0.0,255800.86673668885,367722.81870269374
PENW11,0.0,0.0,0.0,0.0,350296.3521208887,427811.08928629546
PERS1Q,0.0,0.0,0.0,0.0,391730.9052202089,809264.9306516885
POGB3-,0.0,0.0,0.0,0.0,346524.4846064402,660630.3661184218
PORD2R,0.0,0.0,0.0,0.0,259082.0101030398,666737.3664787071
PORD2Q,0.0,0.0,0.0,0.0,259082.0101030398,666737.3664787071
PORA3-,0.0,0.0,0.0,0.0,191343.42289093556,686522.8439206057
PORA1U,0.0,0.0,0.0,0.0,191343.42289093556,686522.8439206057
PORA1T,0.0,0.0,0.0,0.0,191343.42289093556,686522.8439206057
PORA1S,0.0,0.0,0.0,0.0,191343.42289093556,686522.8439206057
PORA1R,0.0,0.0,0.0,0.0,191343.42289093556,686522.8439206057
POPP31,0.0,0.0,0.0,0.0,456973.4201456601,453496.3072190231
POPP21,0.0,0.0,0.0,0.0,456973.4201456601,453496.3072190231
POOB3-,0.0,0.0,0.0,0.0,330004.178439921,673824.5586200487
POOB2R,0.0,0.0,0.0,0.0,330004.178439921,673824.5586200487
POOB2Q,0.0,0.0,0.0,0.0,330004.178439921,673824.5586200487
PITS32,0.0,0.0,0.0,0.0,436913.20943520044,389354.464244358
PERS1R,0.0,0.0,0.0,0.0,391730.9052202089,809264.9306516885
PITS31,0.0,0.0,0.0,0.0,436913.20943520044,389354.464244358
PITS21,0.0,0.0,0.0,0.0,436913.20943520044,389354.464244358
PEWO4B,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PEWO4A,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PEWO41,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PEWO2D,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PEWO2C,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PEWO2B,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PEWO2A,0.0,0.0,0.0,0.0,351999.3912568736,427473.1890257817
PERS3-,0.0,0.0,0.0,0.0,391730.9052202089,809264.9306516885
PERS2R,0.0,0.0,0.0,0.0,391730.9052202089,809264.9306516885
PERS2Q,0.0,0.0,0.0,0.0,391730.9052202089,809264.9306516885
NAIR1Q,0.0,0.0,0.0,0.0,289785.2961619127,855274.9644669879
MYBS3K,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MYBS3M,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
LISD2A,0.0,0.0,0.0,0.0,338700.23349234276,391798.02041616366
LOAW32,0.0,0.0,0.0,0.0,640123.0711343449,200613.40977653593
LOAW31,0.0,0.0,0.0,0.0,640123.0711343449,200613.40977653593
LOAW12,0.0,0.0,0.0,0.0,640123.0711343449,200613.40977653593
LOAW11,0.0,0.0,0.0,0.0,640123.0711343449,200613.40977653593
LOAN2T,0.0,0.0,0.0,0.0,295299.5927222615,685200.5293196214
LOAN2R,0.0,0.0,0.0,0.0,295299.5927222615,685200.5293196214
LOAN2Q,0.0,0.0,0.0,0.0,295299.5927222615,685200.5293196214
LOAN2-,0.0,0.0,0.0,0.0,295299.5927222615,685200.5293196214
LITT41,0.0,0.0,0.0,0.0,556014.1499355419,175904.75333237217
LITT2B,0.0,0.0,0.0,0.0,556014.1499355419,175904.75333237217
LITT2A,0.0,0.0,0.0,0.0,556014.1499355419,175904.75333237217
LITT11,0.0,0.0,0.0,0.0,556014.1499355419,175904.75333237217
LITB11,0.0,0.0,0.0,0.0,518498.3048007026,257669.04083978967
LISD21,0.0,0.0,0.0,0.0,338700.23349234276,391798.02041616366
LINM1Q,0.0,0.0,0.0,0.0,259002.59910246037,670077.9812606511
LISD11,0.0,0.0,0.0,0.0,338700.23349234276,391798.02041616366
LINS32,0.0,0.0,0.0,0.0,566520.5601205039,368883.8561212482
LINS31,0.0,0.0,0.0,0.0,566520.5601205039,368883.8561212482
LINS30,0.0,0.0,0.0,0.0,557752.2717119363,368395.597362011
LINS12,0.0,0.0,0.0,0.0,566520.5601205039,368883.8561212482
LINS11,0.0,0.0,0.0,0.0,566520.5601205039,368883.8561212482
LINO42,0.0,0.0,0.0,0.0,483090.51240297494,355999.1706420175
LINO41,0.0,0.0,0.0,0.0,483090.51240297494,355999.1706420175
LINO14,0.0,0.0,0.0,0.0,483090.51240297494,355999.1706420175
LINO13,0.0,0.0,0.0,0.0,483090.51240297494,355999.1706420175
LINO12,0.0,0.0,0.0,0.0,483090.51240297494,355999.1706420175
LINO11,0.0,0.0,0.0,0.0,483090.51240297494,355999.1706420175
LINM3-,0.0,0.0,0.0,0.0,259002.59910246037,670077.9812606511
LOAW34,0.0,0.0,0.0,0.0,640123.0711343449,200613.40977653593
LOCB1J,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1K,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1L,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOVE41,0.0,0.0,0.0,0.0,467564.76276056597,113411.87182113418
LOVE12,0.0,0.0,0.0,0.0,467564.76276056597,113411.87182113418
LOVE11,0.0,0.0,0.0,0.0,467564.76276056597,113411.87182113418
LONO4B,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO4A,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO42,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO41,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO14,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO13,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO12,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LONO11,0.0,0.0,0.0,0.0,605458.5012047702,163916.0991433108
LOFI4B,0.0,0.0,0.0,0.0,560108.6468320473,168862.7247589102
LOFI4A,0.0,0.0,0.0,0.0,560108.6468320473,168862.7247589102
LODR62,0.0,0.0,0.0,0.0,527003.5702371873,182644.9152343659
LODR61,0.0,0.0,0.0,0.0,527003.5702371873,182644.9152343659
LOCL1R,0.0,0.0,0.0,0.0,229633.87270714354,803606.9473967254
LOCL1Q,0.0,0.0,0.0,0.0,229633.87270714354,803606.9473967254
LOCH5K,0.0,0.0,0.0,0.0,248771.39617415576,736703.7517149188
ANSU3-,0.0,0.0,0.0,0.0,281353.30363930174,807082.8169311399
LOCH1-,0.0,0.0,0.0,0.0,248771.39617415576,736703.7517149188
LOCB2K,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB2J,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1U,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1T,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1S,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1R,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LOCB1M,0.0,0.0,0.0,0.0,266148.25301910914,898398.0355155097
LINM1R,0.0,0.0,0.0,0.0,259002.59910246037,670077.9812606511
LING3-,0.0,0.0,0.0,0.0,305899.5410576072,669284.2832723592
ROTI4J,0.0,0.0,0.0,0.0,372197.4584610519,835761.8468253242
KNAR21,0.0,0.0,0.0,0.0,433645.4243611822,459588.66171046
LACK2B,0.0,0.0,0.0,0.0,456129.9673767941,519504.2574928226
LACK2A,0.0,0.0,0.0,0.0,456129.9673767941,519504.2574928226
LACK21,0.0,0.0,0.0,0.0,456129.9673767941,519504.2574928226
KYPE3A,0.0,0.0,0.0,0.0,273226.38018319197,642626.1895931414
KYPE3-,0.0,0.0,0.0,0.0,273226.38018319197,642626.1895931414
ARBR3-,0.0,0.0,0.0,0.0,362054.03006239695,741494.3049472049
KNOC2P,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KNOC2N,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KNOC2M,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KNOC2L,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KNOC2K,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KNOC2J,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KNOC1J,0.0,0.0,0.0,0.0,267130.13787192537,841904.9730998869
KITW21,0.0,0.0,0.0,0.0,399197.3931660706,281475.8261974203
LING1R,0.0,0.0,0.0,0.0,305899.5410576072,669284.2832723592
KITW11,0.0,0.0,0.0,0.0,399197.3931660706,281475.8261974203
KIRK2A,0.0,0.0,0.0,0.0,426648.29215948906,434466.2827131774
KIRK21,0.0,0.0,0.0,0.0,426648.29215948906,434466.2827131774
KIRK11,0.0,0.0,0.0,0.0,426648.29215948906,434466.2827131774
KIOR5-,0.0,0.0,0.0,0.0,249010.54699914198,844530.4410607737
KIOR1Q,0.0,0.0,0.0,0.0,249010.54699914198,844530.4410607737
KINT4K,0.0,0.0,0.0,0.0,377508.90374093025,813637.7765280615
KINT4J,0.0,0.0,0.0,0.0,377508.90374093025,813637.7765280615
BEIW21,0.0,0.0,0.0,0.0,348446.1172916257,929372.0035577759
KINT2K,0.0,0.0,0.0,0.0,377508.90374093025,813637.7765280615
KINT2J,0.0,0.0,0.0,0.0,377508.90374093025,813637.7765280615
KINT1U,0.0,0.0,0.0,0.0,377508.90374093025,813637.7765280615
KINT1T,0.0,0.0,0.0,0.0,377508.90374093025,813637.7765280615
LACK2C,0.0,0.0,0.0,0.0,456129.9673767941,519504.2574928226
LACK41,0.0,0.0,0.0,0.0,456129.9673767941,519504.2574928226
LACK42,0.0,0.0,0.0,0.0,458131.3012904544,519685.4550555587
LACK61,0.0,0.0,0.0,0.0,456129.9673767941,519504.2574928226
LING1Q,0.0,0.0,0.0,0.0,305899.5410576072,669284.2832723592
LEVT1R,0.0,0.0,0.0,0.0,338236.5427484382,700761.6928397873
LEVT1Q,0.0,0.0,0.0,0.0,338236.5427484382,700761.6928397873
LEVE3-,0.0,0.0,0.0,0.0,338239.061507706,702141.0099819989
LEVE1R,0.0,0.0,0.0,0.0,338239.061507706,702141.0099819989
LEVE1Q,0.0,0.0,0.0,0.0,338239.061507706,702141.0099819989
LEMR11,0.0,0.0,0.0,0.0,419855.4845462195,292348.03677217686
LEIS4A,0.0,0.0,0.0,0.0,644455.5135076562,262499.6932293465
LEIS11,0.0,0.0,0.0,0.0,644455.5135076562,262499.6932293465
LEIB4B,0.0,0.0,0.0,0.0,492117.0838099921,225072.25638550025
LEIB4A,0.0,0.0,0.0,0.0,492117.0838099921,225072.25638550025
LEGA4B,0.0,0.0,0.0,0.0,329540.839531284,348469.9568524194
LEGA4A,0.0,0.0,0.0,0.0,329540.839531284,348469.9568524194
LEGA41,0.0,0.0,0.0,0.0,329540.839531284,348469.9568524194
LEGA11,0.0,0.0,0.0,0.0,329540.839531284,348469.9568524194
LAZE41,0.0,0.0,0.0,0.0,458131.3012904544,519685.4550555587
LAND42,0.0,0.0,0.0,0.0,240904.98011125883,62896.73087862483
LAND41,0.0,0.0,0.0,0.0,240904.98011125883,62896.73087862483
LAMB2T,0.0,0.0,0.0,0.0,258449.21226673998,669298.4970119551
LAMB2-,0.0,0.0,0.0,0.0,258449.21226673998,669298.4970119551
LALE31,0.0,0.0,0.0,0.0,506515.31737533765,170603.51370051404
LALE21,0.0,0.0,0.0,0.0,506515.31737533765,170603.51370051404
LALE11,0.0,0.0,0.0,0.0,506515.31737533765,170603.51370051404
LAIR3-,0.0,0.0,0.0,0.0,258578.85480153473,904615.0726541714
ARBR1Q,0.0,0.0,0.0,0.0,362054.03006239695,741494.3049472049
ARBR1R,0.0,0.0,0.0,0.0,362054.03006239695,741494.3049472049
LAGG1Q,0.0,0.0,0.0,0.0,261497.57566459736,794335.6280708852
LOYW11,0.0,0.0,0.0,0.0,644008.6228858068,194782.54058472946
LOYW12,0.0,0.0,0.0,0.0,644008.6228858068,194782.54058472946
LOYW31,0.0,0.0,0.0,0.0,644008.6228858068,194782.54058472946
MORF41,0.0,0.0,0.0,0.0,342669.5674893644,865458.5106419988
MOSM3Q,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSM2-,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSM1B,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSM1A,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSH5K,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSH5J,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSH1R,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSH1Q,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MORO23,0.0,0.0,0.0,0.0,383014.4042991919,844556.7640728367
MORO22,0.0,0.0,0.0,0.0,383014.4042991919,844556.7640728367
AMEM4B,0.0,0.0,0.0,0.0,493112.13841703505,197018.88559544575
MORF43,0.0,0.0,0.0,0.0,342669.5674893644,865458.5106419988
MORF42,0.0,0.0,0.0,0.0,342669.5674893644,865458.5106419988
MORF4-,0.0,0.0,0.0,0.0,342669.5674893644,865458.5106419988
LUIC1Q,0.0,0.0,0.0,0.0,237599.11083456175,860548.9666372017
MONF41,0.0,0.0,0.0,0.0,451888.62867498235,430104.9970191538
MONF22,0.0,0.0,0.0,0.0,451888.62867498235,430104.9970191538
MONF21,0.0,0.0,0.0,0.0,451888.62867498235,430104.9970191538
MOFF4C,0.0,0.0,0.0,0.0,308472.60529072257,605304.399265001
MOFF4-,0.0,0.0,0.0,0.0,308472.60529072257,605304.399265001
MOFF3A,0.0,0.0,0.0,0.0,308472.60529072257,605304.399265001
MOFF1-,0.0,0.0,0.0,0.0,308472.60529072257,605304.399265001
MITY41,0.0,0.0,0.0,0.0,400010.7380612209,189849.64308786008
MITY12,0.0,0.0,0.0,0.0,400010.7380612209,189849.64308786008
MITY11,0.0,0.0,0.0,0.0,400010.7380612209,189849.64308786008
MINN3-,0.0,0.0,0.0,0.0,304361.8239531165,596498.9373079173
MILW3-,0.0,0.0,0.0,0.0,227651.22689225437,807835.794080727
MILW1S,0.0,0.0,0.0,0.0,227651.22689225437,807835.794080727
MOSM3R,0.0,0.0,0.0,0.0,316980.70281556406,690660.4265285021
MOSS1Q,0.0,0.0,0.0,0.0,357802.10897203104,850990.8760293566
MOSS1R,0.0,0.0,0.0,0.0,357802.10897203104,850990.8760293566
MOSS1S,0.0,0.0,0.0,0.0,357802.10897203104,850990.8760293566
MYBS3J,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MYBS1T,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MYBS1S,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MYBS1R,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MYBS1Q,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MYBS11,0.0,0.0,0.0,0.0,317098.968467609,951616.6113455747
MOWW64,0.0,0.0,0.0,0.0,330846.79478908784,896934.4540178498
MOWW63,0.0,0.0,0.0,0.0,331393.2544716476,895005.92597491
MOWW62,0.0,0.0,0.0,0.0,344957.2153678077,847783.1047991598
MOWW61,0.0,0.0,0.0,0.0,344957.2153678077,847783.1047991598
MOWW22,0.0,0.0,0.0,0.0,344985.2336183554,847686.781169312
MOWW21,0.0,0.0,0.0,0.0,344985.2336183554,847686.781169312
MOWO42,0.0,0.0,0.0,0.0,344985.2336183554,847686.781169312
MOWO41,0.0,0.0,0.0,0.0,344985.2336183554,847686.781169312
MOWO4-,0.0,0.0,0.0,0.0,345819.88531278336,844795.4582821309
MOWO22,0.0,0.0,0.0,0.0,344985.2336183554,847686.781169312
MOWO21,0.0,0.0,0.0,0.0,344985.2336183554,847686.781169312
MOWE63,0.0,0.0,0.0,0.0,357763.67905735667,922357.6223032482
MOWE62,0.0,0.0,0.0,0.0,357763.67905735667,922357.6223032482
MOWE61,0.0,0.0,0.0,0.0,357763.67905735667,922357.6223032482
MOWE23,0.0,0.0,0.0,0.0,357763.67905735667,922357.6223032482
MOWE22,0.0,0.0,0.0,0.0,357763.67905735667,922357.6223032482
MOWE21,0.0,0.0,0.0,0.0,357763.67905735667,922357.6223032482
MOTA1R,0.0,0.0,0.0,0.0,254195.47783657344,870101.6675059191
AMEM4A,0.0,0.0,0.0,0.0,493112.13841703505,197018.88559544575
MOSS5-,0.0,0.0,0.0,0.0,357802.10897203104,850990.8760293566
MOSS1T,0.0,0.0,0.0,0.0,357802.10897203104,850990.8760293566
MILW1Q,0.0,0.0,0.0,0.0,227651.22689225437,807835.794080727
MILP31,0.0,0.0,0.0,0.0,449141.73499639955,191859.08517378522
MILH2B,0.0,0.0,0.0,0.0,524053.5843148015,192540.73889075126
MARV41,0.0,0.0,0.0,0.0,500731.5521359086,246508.67884085386
MARH4A,0.0,0.0,0.0,0.0,473389.8202478599,287187.87859349046
MARH42,0.0,0.0,0.0,0.0,473389.8202478599,287187.87859349046
MARH41,0.0,0.0,0.0,0.0,473389.8202478599,287187.87859349046
MANN41,0.0,0.0,0.0,0.0,407499.2438048497,105300.55657191036
MANN11,0.0,0.0,0.0,0.0,407499.2438048497,105300.55657191036
MAHI3-,0.0,0.0,0.0,0.0,284367.5565274876,554964.7088275494
MAHI2-,0.0,0.0,0.0,0.0,284367.5565274876,554964.7088275494
MAHI1-,0.0,0.0,0.0,0.0,284367.5565274876,554964.7088275494
MAGA21,0.0,0.0,0.0,0.0,278504.18018440454,186028.66901178955
MACD3-,0.0,0.0,0.0,0.0,370800.9767069513,863389.3395035139
MACD1R,0.0,0.0,0.0,0.0,370800.9767069513,863389.3395035139
AMUL1H,0.0,0.0,0.0,0.0,290022.08608810534,736636.599675831
MACC41,0.0,0.0,0.0,0.0,392057.09358312323,374625.84763111296
MACC31,0.0,0.0,0.0,0.0,392057.09358312323,374625.84763111296
MACC21,0.0,0.0,0.0,0.0,392057.09358312323,374625.84763111296
LYND3-,0.0,0.0,0.0,0.0,337460.4388019612,732573.4695010888
LYND1R,0.0,0.0,0.0,0.0,337460.4388019612,732573.4695010888
LYND1Q,0.0,0.0,0.0,0.0,337460.4388019612,732573.4695010888
ANSU1-,0.0,0.0,0.0,0.0,281353.30363930174,807082.8169311399
LUNA3-,0.0,0.0,0.0,0.0,347065.23741248273,751738.8414352452
LUNA1R,0.0,0.0,0.0,0.0,347065.23741248273,751738.8414352452
LUNA1Q,0.0,0.0,0.0,0.0,347065.23741248273,751738.8414352452
LUMB1R,0.0,0.0,0.0,0.0,402242.32978924527,856792.4000622387
LUMB1Q,0.0,0.0,0.0,0.0,402242.32978924527,856792.4000622387
LUIC5K,0.0,0.0,0.0,0.0,237599.11083456175,860548.9666372017
LUIC5J,0.0,0.0,0.0,0.0,237599.11083456175,860548.9666372017
LUIC1R,0.0,0.0,0.0,0.0,237599.11083456175,860548.9666372017
AMUL1G,0.0,0.0,0.0,0.0,290022.08608810534,736636.599675831
MARV4A,0.0,0.0,0.0,0.0,500731.5521359086,246508.67884085386
MILH2A,0.0,0.0,0.0,0.0,524053.5843148015,192540.73889075126
MARV4B,0.0,0.0,0.0,0.0,500731.5521359086,246508.67884085386
MILH12,0.0,0.0,0.0,0.0,524053.5843148015,192540.73889075126
MILH11,0.0,0.0,0.0,0.0,524053.5843148015,192540.73889075126
MILC3-,0.0,0.0,0.0,0.0,343600.816183283,731099.5555995437
MILC1V,0.0,0.0,0.0,0.0,343600.816183283,731099.5555995437
MILC1T,0.0,0.0,0.0,0.0,343600.816183283,731099.5555995437
MILC1S,0.0,0.0,0.0,0.0,343600.816183283,731099.5555995437
MIDM3-,0.0,0.0,0.0,0.0,285912.9493578449,625698.6337290249
MIDM1-,0.0,0.0,0.0,0.0,285912.9493578449,625698.6337290249
MIDL41,0.0,0.0,0.0,0.0,386883.0646551916,405814.8357236729
MELK41,0.0,0.0,0.0,0.0,389632.72031510674,165874.9326229731
MELK2B,0.0,0.0,0.0,0.0,389632.72031510674,165874.9326229731
MELK2A,0.0,0.0,0.0,0.0,389632.72031510674,165874.9326229731
MELK11,0.0,0.0,0.0,0.0,389632.72031510674,165874.9326229731
MELG8K,0.0,0.0,0.0,0.0,246363.2756050438,795941.000909495
MELG8J,0.0,0.0,0.0,0.0,246363.2756050438,795941.000909495
MELG4K,0.0,0.0,0.0,0.0,246363.2756050438,795941.000909495
MELG4J,0.0,0.0,0.0,0.0,246363.2756050438,795941.000909495
MELG1K,0.0,0.0,0.0,0.0,246363.2756050438,795941.000909495
AMUL1E,0.0,0.0,0.0,0.0,290022.08608810534,736636.599675831
MEDB4B,0.0,0.0,0.0,0.0,413222.866111833,570382.4093672462
AMUL1F,0.0,0.0,0.0,0.0,290022.08608810534,736636.599675831
MEAD1R,0.0,0.0,0.0,0.0,251320.10117532278,643980.1152333531
MEAD1Q,0.0,0.0,0.0,0.0,251320.10117532278,643980.1152333531
MEAD1-,0.0,0.0,0.0,0.0,251320.10117532278,643980.1152333531
MAYT1T,0.0,0.0,0.0,0.0,230186.43286905746,610054.7456530929
MAYB3-,0.0,0.0,0.0,0.0,230308.0565842009,608038.9316428063
MAYB1-,0.0,0.0,0.0,0.0,230308.0565842009,608038.9316428063
ROTI3-,0.0,0.0,0.0,0.0,372197.4584610519,835761.8468253242
ROWD42,0.0,0.0,0.0,0.0,539102.8758796814,163315.74288625288
ROTI4K,0.0,0.0,0.0,0.0,372197.4584610519,835761.8468253242
USKM11,0.0,0.0,0.0,0.0,332453.15091300366,183761.74852205144
WABW31,0.0,0.0,0.0,0.0,294834.1891444619,466205.20634764014
WABW11,0.0,0.0,0.0,0.0,294834.1891444619,466205.20634764014
WABO1A,0.0,0.0,0.0,0.0,319816.11114682024,467327.08570317377
WABO11,0.0,0.0,0.0,0.0,319816.11114682024,467327.08570317377
WAAW32,0.0,0.0,0.0,0.0,300817.81402925745,461398.1996218249
WAAW31,0.0,0.0,0.0,0.0,300817.81402925745,461398.1996218249
WAAW11,0.0,0.0,0.0,0.0,300817.81402925745,461398.1996218249
WAAO1A,0.0,0.0,0.0,0.0,319816.11114682024,467327.08570317377
WAAO11,0.0,0.0,0.0,0.0,319816.11114682024,467327.08570317377
USKM2B,0.0,0.0,0.0,0.0,332453.15091300366,183761.74852205144
USKM2A,0.0,0.0,0.0,0.0,332453.15091300366,183761.74852205144
USKM21,0.0,0.0,0.0,0.0,332453.15091300366,183761.74852205144
USKM12,0.0,0.0,0.0,0.0,332453.15091300366,183761.74852205144
UPPB31,0.0,0.0,0.0,0.0,310037.3764319949,187120.92303190957
WDSO42,0.0,0.0,0.0,0.0,341750.23787633114,459967.4938624316
UPPB22,0.0,0.0,0.0,0.0,310181.08372980484,187054.31378543866
UPPB21,0.0,0.0,0.0,0.0,310181.08372980484,187054.31378543866
UPPB11,0.0,0.0,0.0,0.0,310181.08372980484,187054.31378543866
TYNE51,0.0,0.0,0.0,0.0,432110.5917406395,570032.7885813202
TYNE2A,0.0,0.0,0.0,0.0,432110.5917406395,570032.7885813202
TYNE21,0.0,0.0,0.0,0.0,432110.5917406395,570032.7885813202
TYNE11,0.0,0.0,0.0,0.0,432110.5917406395,570032.7885813202
TWNE42,0.0,0.0,0.0,0.0,525704.8801375733,120018.79731297566
TWNE41,0.0,0.0,0.0,0.0,525704.8801375733,120018.79731297566
TWNE12,0.0,0.0,0.0,0.0,525704.8801375733,120018.79731297566
TWNE11,0.0,0.0,0.0,0.0,525704.8801375733,120018.79731297566
TUMM4-,0.0,0.0,0.0,0.0,276258.1888625164,759017.7218436493
TUMM2K,0.0,0.0,0.0,0.0,276258.1888625164,759017.7218436493
WABW32,0.0,0.0,0.0,0.0,294834.1891444619,466205.20634764014
WACW21,0.0,0.0,0.0,0.0,286477.4159345564,467070.71607513586
WACW31,0.0,0.0,0.0,0.0,286477.4159345564,467070.71607513586
WACW32,0.0,0.0,0.0,0.0,286477.4159345564,467070.71607513586
WDSO12,0.0,0.0,0.0,0.0,341750.23787633114,459967.4938624316
WDSO11,0.0,0.0,0.0,0.0,341750.23787633114,459967.4938624316
WBUR41,0.0,0.0,0.0,0.0,479480.9819728244,385494.73700657877
WBUR12,0.0,0.0,0.0,0.0,479480.9819728244,385494.73700657877
WBUR11,0.0,0.0,0.0,0.0,479480.9819728244,385494.73700657877
WBOL61,0.0,0.0,0.0,0.0,433927.63145599153,560725.9723426962
WBOL21,0.0,0.0,0.0,0.0,433927.63145599153,560725.9723426962
WATS22,0.0,0.0,0.0,0.0,507584.7214386326,194475.87461904302
WATS21,0.0,0.0,0.0,0.0,507584.7214386326,194475.87461904302
WATS12,0.0,0.0,0.0,0.0,507584.7214386326,194475.87461904302
WATS11,0.0,0.0,0.0,0.0,510456.8448558807,194923.04668758757
WASF2B,0.0,0.0,0.0,0.0,345799.8716908749,407597.91492010094
WASF2A,0.0,0.0,0.0,0.0,345799.8716908749,407597.91492010094
WASF1B,0.0,0.0,0.0,0.0,345799.8716908749,407597.91492010094
WASF1A,0.0,0.0,0.0,0.0,345799.8716908749,407597.91492010094
WASF11,0.0,0.0,0.0,0.0,345799.8716908749,407597.91492010094
WARL21,0.0,0.0,0.0,0.0,559598.0806569118,186300.30349884636
WARL11,0.0,0.0,0.0,0.0,559598.0806569118,186300.30349884636
WALX4B,0.0,0.0,0.0,0.0,536071.7624928737,200389.12685368722
WALX4A,0.0,0.0,0.0,0.0,536071.7624928737,200389.12685368722
WALX22,0.0,0.0,0.0,0.0,536071.7624928737,200389.12685368722
WALX21,0.0,0.0,0.0,0.0,536071.7624928737,200389.12685368722
WALP11,0.0,0.0,0.0,0.0,548588.2531954346,316721.28278947255
WALH41,0.0,0.0,0.0,0.0,381768.6562132569,219261.779333236
WADW32,0.0,0.0,0.0,0.0,286477.4159345564,467070.71607513586
WADW31,0.0,0.0,0.0,0.0,286477.4159345564,467070.71607513586
WADW21,0.0,0.0,0.0,0.0,286477.4159345564,467070.71607513586
TUMM2J,0.0,0.0,0.0,0.0,276258.1888625164,759017.7218436493
TUMM1K,0.0,0.0,0.0,0.0,276258.1888625164,759017.7218436493
ABTH11,0.0,0.0,0.0,0.0,302444.04693633155,166064.2591145115
TOMT1K,0.0,0.0,0.0,0.0,280348.95571443485,828759.9563381004
TODP61,0.0,0.0,0.0,0.0,458025.54366767156,525045.9985447319
TODP21,0.0,0.0,0.0,0.0,458025.54366767156,525045.9985447319
TODD3-,0.0,0.0,0.0,0.0,334009.2578731885,668753.341743962
TKNW61,0.0,0.0,0.0,0.0,606562.6857428588,274659.75760305254
TKNW21,0.0,0.0,0.0,0.0,606478.5832965604,274714.6468037392
TKNO42,0.0,0.0,0.0,0.0,521165.6086197312,342036.36791588174
TKNO41,0.0,0.0,0.0,0.0,521165.6086197312,342036.36791588174
TKNO22,0.0,0.0,0.0,0.0,521165.6086197312,342036.36791588174
TKNO21,0.0,0.0,0.0,0.0,521165.6086197312,342036.36791588174
TKNE61,0.0,0.0,0.0,0.0,605760.4669906967,275277.5171106798
