scenario,added_bess_mw,added_bess_mwh,baseline_constraint_cost_gbp,bess_constraint_cost_gbp,constraint_cost_reduction_gbp,constraint_cost_reduction_pct,baseline_wind_down_mwh,bess_wind_down_mwh,wind_down_reduction_mwh,baseline_ccgt_up_mwh,bess_ccgt_up_mwh,ccgt_up_reduction_mwh,battery_wholesale_charge_mwh,battery_wholesale_discharge_mwh,battery_physical_charge_mwh,battery_physical_discharge_mwh,battery_bm_increase_mwh,battery_bm_decrease_mwh,battery_bm_cost_gbp
Research_Jan2020_BEAT4_BESS50,50,100,41644919.04110445,42204086.743265,-559167.7021605521,-1.3427032997918458,324084.4887552681,322349.8921198844,1734.5966353837284,806431.012099969,817297.8476359037,-10866.835535934777,1536.4488947084517,1411.8448286225344,1536.4488947083569,1411.8448286225002,2.7413497166728357e-10,2.1352459893118504e-10,4.3572426546633286e-08
