scenario,added_bess_mw,added_bess_mwh,baseline_constraint_cost_gbp,bess_constraint_cost_gbp,constraint_cost_reduction_gbp,constraint_cost_reduction_pct,baseline_wind_down_mwh,bess_wind_down_mwh,wind_down_reduction_mwh,baseline_ccgt_up_mwh,bess_ccgt_up_mwh,ccgt_up_reduction_mwh,battery_wholesale_charge_mwh,battery_wholesale_discharge_mwh,battery_physical_charge_mwh,battery_physical_discharge_mwh,battery_bm_increase_mwh,battery_bm_decrease_mwh,battery_bm_cost_gbp
Research_Jan2020_BEAT4_BESS120,120,240,41644919.04110445,42114782.34914119,-469863.30803673714,-1.128260827144295,324084.4887552681,321544.74508306704,2539.7436722010607,806431.012099969,816761.3741823062,-10330.362082337262,3687.6335852666257,3388.339208184828,3687.633585266875,3388.3392081845996,2.5621143401322044e-10,7.333688946238897e-10,6.741381681278095e-08
