scenario,added_bess_mw,added_bess_mwh,baseline_constraint_cost_gbp,bess_constraint_cost_gbp,constraint_cost_reduction_gbp,constraint_cost_reduction_pct,baseline_wind_down_mwh,bess_wind_down_mwh,wind_down_reduction_mwh,baseline_ccgt_up_mwh,bess_ccgt_up_mwh,ccgt_up_reduction_mwh,battery_wholesale_charge_mwh,battery_wholesale_discharge_mwh,battery_physical_charge_mwh,battery_physical_discharge_mwh,battery_bm_increase_mwh,battery_bm_decrease_mwh,battery_bm_cost_gbp
Research_Jan2020_BEAT4_BESS70,70,100,41644919.04110445,42147517.26115104,-502598.2200465873,-1.206865643202504,324084.4887552681,321846.33189472987,2238.1568605382345,806431.012099969,816737.4252432527,-10306.413143283688,2151.0171252331575,1976.582760071548,2151.01712523292,1976.5827600716502,4.047268631346412e-10,6.572004660876894e-11,5.1853225906595394e-08
